"cd102","103rd Congressional District","county","cntyname","fplace80","plac80nm","Wtd centroid W longitude, degrees","Wtd centroid latitude, degrees","1990 POP","cd103 to county allocation factor","county to cd103 allocation factor"
"05","05","18053","Grant IN"," "," ",85.64677,40.526421,74169,0.006642,1 
"08","08","18055","Greene IN"," "," ",87.012427,39.052089,30410,0.004609,1 
"06","06","18057","Hamilton IN"," "," ",86.076044,40.018134,108936,0.01058,1 
"06","06","18059","Hancock IN"," "," ",85.811094,39.811429,45527,0.004422,1 
"09","09","18061","Harrison IN"," "," ",86.096689,38.235814,29890,0.004387,1 
"07","07","18063","Hendricks IN"," "," ",86.432225,39.76517,75717,0.009427,1 
"02","02","18065","Henry IN"," "," ",85.35999,39.922016,35594,0.001842,0.7394 
"06","02","18065","Henry IN"," "," ",85.512684,40.003343,8532,0.019755,0.177237 
"06","06","18065","Henry IN"," "," ",85.528162,39.809728,4013,0.00039,0.083363 
"05","05","18067","Howard IN"," "," ",86.130499,40.472849,80827,0.007238,1 
"04","04","18069","Huntington IN"," "," ",85.486049,40.8645,35427,0.002747,1 
"09","09","18071","Jackson IN"," "," ",85.950072,38.923218,37730,0.005537,1 
"05","05","18073","Jasper IN"," "," ",87.145792,41.052232,24960,0.002235,1 
"04","02","18075","Jay IN"," "," ",85.052234,40.415059,18177,0.043879,0.84497 
"04","04","18075","Jay IN"," "," ",84.955185,40.473332,3335,0.000259,0.15503 
"09","09","18077","Jefferson IN"," "," ",85.432339,38.757414,29797,0.004373,1 
"09","09","18079","Jennings IN"," "," ",85.642386,39.005297,23661,0.003472,1 
"02","02","18081","Johnson IN"," "," ",85.970712,39.362601,5115,0.000265,0.058053 
"02","06","18081","Johnson IN"," "," ",86.118818,39.55796,82994,0.149388,0.941947 
"08","08","18083","Knox IN"," "," ",87.456556,38.699141,39884,0.006044,1 
"03","03","18085","Kosciusko IN"," "," ",85.816189,41.301571,37542,0.00265,0.574968 
"03","05","18085","Kosciusko IN"," "," ",85.773347,41.220741,18782,0.01843,0.287653 
"05","05","18085","Kosciusko IN"," "," ",85.981472,41.206472,8970,0.000803,0.137379 
"04","04","18087","Lagrange IN"," "," ",85.450411,41.634963,29477,0.002286,1 
"01","01","18089","Lake IN"," "," ",87.401745,41.571887,392401,0.019627,0.825075 
"05","01","18089","Lake IN"," "," ",87.429236,41.456599,37992,0.10928,0.079883 
"05","05","18089","Lake IN"," "," ",87.406165,41.371221,45201,0.004048,0.095041 
"01","03","18091","La Porte IN"," "," ",86.792687,41.64727,78678,0.077495,0.734855 
"03","03","18091","La Porte IN"," "," ",86.805605,41.611043,28388,0.002004,0.265145 
"08","08","18093","Lawrence IN"," "," ",86.49426,38.844594,42836,0.006492,1 
"06","02","18095","Madison IN"," "," ",85.704217,40.125813,130669,0.302549,1 
"02","06","18097","Marion IN"," "," ",86.103081,39.672453,80101,0.144181,0.100483 
"02","10","18097","Marion IN"," "," ",86.117924,39.705417,17903,1,0.022458 
"06","06","18097","Marion IN"," "," ",86.083522,39.883055,105746,0.01027,0.132653 
"06","10","18097","Marion IN"," "," ",86.15064,39.86054,82991,0.508873,0.104108 
"10","06","18097","Marion IN"," "," ",86.229792,39.759558,56896,0.197191,0.071373 
"10","10","18097","Marion IN"," "," ",86.142824,39.792786,453522,0.126359,0.568923 
"03","05","18099","Marshall IN"," "," ",86.2726,41.347684,42182,0.041392,1 
"08","08","18101","Martin IN"," "," ",86.848145,38.683266,10369,0.001571,1 
"05","05","18103","Miami IN"," "," ",86.07182,40.734313,36897,0.003304,1 
"08","07","18105","Monroe IN"," "," ",86.603867,39.196637,23364,0.051608,0.214392 
"08","08","18105","Monroe IN"," "," ",86.523993,39.128917,40393,0.006121,0.370653 
"09","08","18105","Monroe IN"," "," ",86.512672,39.181667,45221,0.289196,0.414955 
"07","07","18107","Montgomery IN"," "," ",86.900769,40.03496,34436,0.004287,1 
"07","06","18109","Morgan IN"," "," ",86.298739,39.513294,12422,0.015606,0.222139 
"07","07","18109","Morgan IN"," "," ",86.434013,39.501902,43498,0.005415,0.777861 
"05","05","18111","Newton IN"," "," ",87.383057,40.978038,13551,0.001214,1 
"04","04","18113","Noble IN"," "," ",85.390944,41.415753,37877,0.002937,1 
"09","09","18115","Ohio IN"," "," ",84.902927,38.954587,5315,0.00078,1 
"08","08","18117","Orange IN"," "," ",86.498586,38.564295,18409,0.00279,1 
"07","07","18119","Owen IN"," "," ",86.797713,39.313662,17281,0.002151,1 
"07","07","18121","Parke IN"," "," ",87.234988,39.753865,15410,0.001919,1 
"09","09","18123","Perry IN"," "," ",86.715525,37.9968,19107,0.002804,1 
"08","08","18125","Pike IN"," "," ",87.239454,38.428493,12509,0.001896,1 
"01","01","18127","Porter IN"," "," ",87.137348,41.583947,59259,0.002964,0.459614 
"05","01","18127","Porter IN"," "," ",87.074336,41.471268,64764,0.186286,0.502311 
"05","05","18127","Porter IN"," "," ",87.188532,41.319879,4909,0.00044,0.038074 
"08","08","18129","Posey IN"," "," ",87.828407,38.013652,25968,0.003935,1 
"05","05","18131","Pulaski IN"," "," ",86.687296,41.048669,12643,0.001132,1 
"07","07","18133","Putnam IN"," "," ",86.840929,39.645875,30315,0.003774,1 
"02","02","18135","Randolph IN"," "," ",84.995538,40.168059,27148,0.001405,1 
"09","09","18137","Ripley IN"," "," ",85.223736,39.157989,24616,0.003613,1 
"02","02","18139","Rush IN"," "," ",85.46086,39.608345,16219,0.000839,0.894644 
"06","02","18139","Rush IN"," "," ",85.575382,39.746627,1910,0.004422,0.105356 
"03","03","18141","St. Joseph IN"," "," ",86.232082,41.672469,247052,0.017442,1 
"09","09","18143","Scott IN"," "," ",85.763689,38.701657,20991,0.003081,1 
"02","02","18145","Shelby IN"," "," ",85.790178,39.538499,40307,0.002086,1 
"08","09","18147","Spencer IN"," "," ",87.017273,38.011612,19490,0.026381,1 
"03","03","18149","Starke IN"," "," ",86.53016,41.361746,6558,0.000463,0.288302 
"03","05","18149","Starke IN"," "," ",86.685794,41.249178,16189,0.015886,0.711698 
"04","04","18151","Steuben IN"," "," ",85.0133,41.64879,27446,0.002128,1 
"07","08","18153","Sullivan IN"," "," ",87.390327,39.115731,18993,0.03701,1 
"09","09","18155","Switzerland IN"," "," ",85.026941,38.812518,7738,0.001136,1 
"07","07","18157","Tippecanoe IN"," "," ",86.88734,40.42064,130598,0.016259,1 
"06","06","18159","Tipton IN"," "," ",86.049692,40.309293,16119,0.001565,1 
"09","09","18161","Union IN"," "," ",84.918588,39.621398,6976,0.001024,1 
"08","08","18163","Vanderburgh IN"," "," ",87.553338,37.989134,165058,0.025014,1 
"07","05","18165","Vermillion IN"," "," ",87.455708,39.863629,9055,0.014841,0.539855 
"07","07","18165","Vermillion IN"," "," ",87.422217,39.65466,7718,0.000961,0.460144 
"07","07","18167","Vigo IN"," "," ",87.390389,39.463709,106107,0.01321,1 
"05","05","18169","Wabash IN"," "," ",85.803194,40.856689,35069,0.003141,1 
"07","05","18171","Warren IN"," "," ",87.335066,40.309582,8176,0.013401,1 
"08","08","18173","Warrick IN"," "," ",87.341217,38.020624,44920,0.006808,1 
"08","09","18175","Washington IN"," "," ",86.108017,38.586395,13254,0.01794,0.558839 
"09","09","18175","Washington IN"," "," ",86.084373,38.574891,10463,0.001536,0.44116 
"02","02","18177","Wayne IN"," "," ",84.947428,39.841971,71951,0.003723,1 
"04","04","18179","Wells IN"," "," ",85.195729,40.765507,25948,0.002012,1 
"05","05","18181","White IN"," "," ",86.811705,40.755082,23265,0.002083,1 
"04","04","18183","Whitley IN"," "," ",85.476924,41.1625,27651,0.002144,1 
"05","04","19001","Adair IA"," "," ",94.484137,41.340526,8409,0.005126,1 
"05","03","19003","Adams IA"," "," ",94.713123,41.009611,4866,0.003497,1 
"02","02","19005","Allamakee IA"," "," ",91.418799,43.264123,13855,0.000717,1 
"01","03","19007","Appanoose IA"," "," ",92.865146,40.739804,13743,0.013536,1 
"05","04","19009","Audubon IA"," "," ",94.923416,41.67968,7334,0.004471,1 
"03","02","19011","Benton IA"," "," ",92.045406,42.05838,22429,0.011073,1 
"03","02","19013","Black Hawk IA"," "," ",92.366563,42.492124,123798,0.061116,1 
"04","05","19015","Boone IA"," "," ",93.898827,42.029206,25186,0.034249,1 
"03","02","19017","Bremer IA"," "," ",92.367856,42.747914,22813,0.011262,1 
"02","02","19019","Buchanan IA"," "," ",91.895958,42.487179,20844,0.001078,1 
"06","05","19021","Buena Vista IA"," "," ",95.173878,42.686379,19965,0.017288,1 
"03","02","19023","Butler IA"," "," ",92.760984,42.71061,15731,0.007766,1 
"05","05","19025","Calhoun IA"," "," ",94.624194,42.398068,11508,0.001031,1 
"05","05","19027","Carroll IA"," "," ",94.868423,42.037244,21423,0.001919,1 
"05","04","19029","Cass IA"," "," ",94.976314,41.365576,15128,0.009222,1 
"02","01","19031","Cedar IA"," "," ",91.130186,41.759936,17381,0.011605,1 
"06","02","19033","Cerro Gordo IA"," "," ",93.24654,43.134348,46733,0.108205,1 
"06","05","19035","Cherokee IA"," "," ",95.593093,42.747526,14098,0.012208,1 
"03","02","19037","Chickasaw IA"," "," ",92.334206,43.039557,13295,0.006563,1 
"05","03","19039","Clarke IA"," "," ",93.78019,41.036083,8287,0.005956,1 
"06","05","19041","Clay IA"," "," ",95.159873,43.122225,17585,0.015227,1 
"02","02","19043","Clayton IA"," "," ",91.319718,42.854681,19054,0.000986,1 
"02","01","19045","Clinton IA"," "," ",90.325532,41.853385,51040,0.034078,1 
"05","05","19047","Crawford IA"," "," ",95.358652,42.028629,16775,0.001502,1 
"04","04","19049","Dallas IA"," "," ",94.014095,41.689309,29755,0.002307,1 
"01","03","19051","Davis IA"," "," ",92.409343,40.763887,8312,0.008187,1 
"05","03","19053","Decatur IA"," "," ",93.817022,40.71374,8338,0.005993,1 
"02","02","19055","Delaware IA"," "," ",91.381939,42.48241,18035,0.000933,1 
"01","03","19057","Des Moines IA"," "," ",91.139997,40.833072,42614,0.041973,1 
"06","05","19059","Dickinson IA"," "," ",95.135204,43.391534,14909,0.01291,1 
"02","02","19061","Dubuque IA"," "," ",90.754546,42.495824,86403,0.004471,1 
"06","05","19063","Emmet IA"," "," ",94.750155,43.392646,11569,0.010018,1 
"02","02","19065","Fayette IA"," "," ",91.857271,42.821109,21843,0.00113,1 
"03","02","19067","Floyd IA"," "," ",92.755031,43.073026,17058,0.008421,1 
"06","05","19069","Franklin IA"," "," ",93.242175,42.750971,11364,0.00984,1 
"05","04","19071","Fremont IA"," "," ",95.615739,40.747275,8226,0.005015,1 
"05","05","19073","Greene IA"," "," ",94.378265,42.029756,10045,0.0009,1 
"03","02","19075","Grundy IA"," "," ",92.756561,42.379322,12029,0.005938,1 
"05","04","19077","Guthrie IA"," "," ",94.442198,41.67145,10935,0.006666,1 
"04","05","19079","Hamilton IA"," "," ",93.764569,42.409305,16071,0.021854,1 
"06","05","19081","Hancock IA"," "," ",93.710993,43.089227,12638,0.010944,1 
"06","05","19083","Hardin IA"," "," ",93.215446,42.435333,19094,0.016534,1 
"05","04","19085","Harrison IA"," "," ",95.801416,41.669833,14730,0.008979,1 
"01","03","19087","Henry IA"," "," ",91.535545,40.981594,19226,0.018937,1 
"03","02","19089","Howard IA"," "," ",92.239018,43.358329,9809,0.004842,1 
"06","05","19091","Humboldt IA"," "," ",94.216717,42.750546,10756,0.009314,1 
"06","05","19093","Ida IA"," "," ",95.504935,42.387734,8365,0.007243,1 
"03","02","19095","Iowa IA"," "," ",92.05054,41.704665,14630,0.007222,1 
"02","02","19097","Jackson IA"," "," ",90.562068,42.136935,19950,0.001032,1 
"04","03","19099","Jasper IA"," "," ",93.06692,41.678981,34795,0.016875,1 
"01","03","19101","Jefferson IA"," "," ",91.965685,41.013195,16310,0.016065,1 
"03","01","19103","Johnson IA"," "," ",91.551064,41.669347,96119,0.214983,1 
"02","01","19105","Jones IA"," "," ",91.187704,42.134415,19444,0.012982,1 
"01","03","19107","Keokuk IA"," "," ",92.180211,41.328266,11624,0.011449,1 
"06","05","19109","Kossuth IA"," "," ",94.219849,43.152476,18591,0.016098,1 
"01","03","19111","Lee IA"," "," ",91.397306,40.556476,38687,0.038105,1 
"02","01","19113","Linn IA"," "," ",91.646118,42.008054,168767,0.11268,1 
"01","01","19115","Louisa IA"," "," ",91.245453,41.224715,11592,0.00058,1 
"01","03","19117","Lucas IA"," "," ",93.310945,41.022039,9070,0.008934,1 
"06","05","19119","Lyon IA"," "," ",96.20584,43.383958,11952,0.01035,1 
"05","04","19121","Madison IA"," "," ",93.995709,41.341089,12483,0.00761,1 
"01","03","19123","Mahaska IA"," "," ",92.64011,41.313241,21522,0.021198,1 
"05","03","19125","Marion IA"," "," ",93.045384,41.348702,30001,0.021562,1 
"03","03","19127","Marshall IA"," "," ",92.937527,42.032258,38276,0.002702,1 
"05","04","19129","Mills IA"," "," ",95.681721,41.044089,13202,0.008048,1 
"03","02","19131","Mitchell IA"," "," ",92.802673,43.337552,10928,0.005395,1 
"06","05","19133","Monona IA"," "," ",95.972056,42.062273,10034,0.008689,1 
"01","03","19135","Monroe IA"," "," ",92.830088,41.036403,8114,0.007992,1 
"05","04","19137","Montgomery IA"," "," ",95.168402,41.010542,12076,0.007362,1 
"01","01","19139","Muscatine IA"," "," ",91.074484,41.462308,39907,0.001996,1 
"06","05","19141","OBrien IA"," "," ",95.68566,43.121616,15444,0.013373,1 
"06","05","19143","Osceola IA"," "," ",95.675241,43.383822,7267,0.006293,1 
"05","03","19145","Page IA"," "," ",95.196041,40.744691,16870,0.012125,1 
"06","05","19147","Palo Alto IA"," "," ",94.684812,43.093597,10669,0.009239,1 
"06","05","19149","Plymouth IA"," "," ",96.200411,42.753238,23388,0.020252,1 
"06","05","19151","Pocahontas IA"," "," ",94.701201,42.745733,9525,0.008248,1 
"04","04","19153","Polk IA"," "," ",93.640044,41.613392,327140,0.025368,1 
"05","04","19155","Pottawattamie IA"," "," ",95.788477,41.280898,82628,0.05037,1 
"03","03","19157","Poweshiek IA"," "," ",92.61445,41.707308,19033,0.001344,1 
"05","03","19159","Ringgold IA"," "," ",94.232908,40.737549,5420,0.003895,1 
"05","05","19161","Sac IA"," "," ",95.09028,42.376759,12324,0.001104,1 
"01","01","19163","Scott IA"," "," ",90.5717,41.559887,150979,0.007552,1 
"05","04","19165","Shelby IA"," "," ",95.317737,41.669719,13230,0.008065,1 
"06","05","19167","Sioux IA"," "," ",96.167826,43.078114,29903,0.025894,1 
"04","03","19169","Story IA"," "," ",93.593137,42.027822,74252,0.03601,1 
"03","02","19171","Tama IA"," "," ",92.539713,42.065486,17419,0.008599,1 
"05","03","19173","Taylor IA"," "," ",94.674126,40.753099,7114,0.005113,1 
"05","03","19175","Union IA"," "," ",94.316881,41.051198,12750,0.009164,1 
"01","03","19177","Van Buren IA"," "," ",91.941777,40.742939,7676,0.007561,1 
"01","03","19179","Wapello IA"," "," ",92.416939,41.015887,35687,0.03515,1 
"05","03","19181","Warren IA"," "," ",93.581482,41.399097,36033,0.025898,1 
"01","03","19183","Washington IA"," "," ",91.70092,41.351071,19612,0.019317,1 
"05","03","19185","Wayne IA"," "," ",93.318418,40.741481,7067,0.005079,1 
"05","05","19187","Webster IA"," "," ",94.17783,42.479437,40342,0.003613,1 
"06","05","19189","Winnebago IA"," "," ",93.675187,43.344729,12122,0.010497,1 
"03","02","19191","Winneshiek IA"," "," ",91.817222,43.277911,20847,0.010292,1 
"06","05","19193","Woodbury IA"," "," ",96.339217,42.483061,98276,0.0851,1 
"03","02","19195","Worth IA"," "," ",93.252815,43.364974,7991,0.003945,1 
"06","05","19197","Wright IA"," "," ",93.752151,42.73101,14269,0.012356,1 
"05","02","20001","Allen KS"," "," ",95.367971,37.895619,14638,0.04703,1 
"05","02","20003","Anderson KS"," "," ",95.263577,38.247099,7803,0.02507,1 
"02","02","20005","Atchison KS"," "," ",95.18171,39.554847,16932,0.000876,1 
"01","01","20007","Barber KS"," "," ",98.560367,37.21635,5874,0.000294,1 
"01","01","20009","Barton KS"," "," ",98.758784,38.399173,29382,0.00147,1 
"05","02","20011","Bourbon KS"," "," ",94.74801,37.842803,14966,0.048084,1 
"02","02","20013","Brown KS"," "," ",95.551351,39.805067,11128,0.000576,1 
"05","04","20015","Butler KS"," "," ",96.972823,37.732474,50580,0.030834,1 
"05","01","20017","Chase KS"," "," ",96.567839,38.352984,3021,0.00869,1 
"05","04","20019","Chautauqua KS"," "," ",96.244201,37.11266,4407,0.002687,1 
"05","02","20021","Cherokee KS"," "," ",94.755505,37.115206,21374,0.068673,1 
"01","01","20023","Cheyenne KS"," "," ",101.743612,39.769792,3243,0.000162,1 
"01","01","20025","Clark KS"," "," ",99.856216,37.275272,2418,0.000121,1 
"02","01","20027","Clay KS"," "," ",97.125619,39.361013,9158,0.006114,1 
"01","01","20029","Cloud KS"," "," ",97.637684,39.535619,11023,0.000551,1 
"05","02","20031","Coffey KS"," "," ",95.738432,38.240599,8404,0.027001,1 
"01","01","20033","Comanche KS"," "," ",99.367797,37.233602,2313,0.000116,1 
"05","04","20035","Cowley KS"," "," ",96.997705,37.169399,36915,0.022504,1 
"05","02","20037","Crawford KS"," "," ",94.736277,37.442702,35568,0.114277,1 
"01","01","20039","Decatur KS"," "," ",100.481816,39.797918,4021,0.000201,1 
"01","01","20041","Dickinson KS"," "," ",97.142018,38.872964,18958,0.000948,1 
"02","02","20043","Doniphan KS"," "," ",95.084373,39.790105,8134,0.000421,1 
"02","02","20045","Douglas KS"," "," ",95.398671,38.993642,2872,0.000149,0.035111 
"02","03","20045","Douglas KS"," "," ",95.243114,38.940826,78926,0.091632,0.964889 
"01","01","20047","Edwards KS"," "," ",99.357751,37.914172,3787,0.000189,1 
"05","04","20049","Elk KS"," "," ",96.238145,37.422628,3327,0.002028,1 
"01","01","20051","Ellis KS"," "," ",99.326287,38.880794,26004,0.001301,1 
"01","01","20053","Ellsworth KS"," "," ",98.271108,38.722341,6586,0.000329,1 
"01","01","20055","Finney KS"," "," ",100.863634,37.978143,33070,0.001654,1 
"01","01","20057","Ford KS"," "," ",99.987313,37.748711,27463,0.001374,1 
"05","02","20059","Franklin KS"," "," ",95.261966,38.600583,21994,0.070665,1 
"02","02","20061","Geary KS"," "," ",96.831987,39.038774,30453,0.001576,1 
"01","01","20063","Gove KS"," "," ",100.392129,39.042112,3231,0.000162,1 
"01","01","20065","Graham KS"," "," ",99.8634,39.353591,3543,0.000177,1 
"01","01","20067","Grant KS"," "," ",101.348846,37.579174,7159,0.000358,1 
"01","01","20069","Gray KS"," "," ",100.416845,37.723077,5396,0.00027,1 
"01","01","20071","Greeley KS"," "," ",101.765584,38.496219,1774,0.000089,1 
"05","04","20073","Greenwood KS"," "," ",96.223496,37.863601,7847,0.004784,1 
"01","01","20075","Hamilton KS"," "," ",101.762468,37.981899,2388,0.000119,1 
"04","04","20077","Harper KS"," "," ",98.051852,37.214092,7124,0.000552,1 
"05","04","20079","Harvey KS"," "," ",97.389361,38.047718,31028,0.018915,1 
"01","01","20081","Haskell KS"," "," ",100.889124,37.502144,3886,0.000194,1 
"01","01","20083","Hodgeman KS"," "," ",99.856085,38.085046,2177,0.000109,1 
"02","02","20085","Jackson KS"," "," ",95.749439,39.410712,11525,0.000596,1 
"02","02","20087","Jefferson KS"," "," ",95.39619,39.21758,15905,0.000823,1 
"01","01","20089","Jewell KS"," "," ",98.206021,39.776661,4251,0.000213,1 
"03","03","20091","Johnson KS"," "," ",94.718354,38.948055,355054,0.025067,1 
"01","01","20093","Kearny KS"," "," ",101.237022,37.956537,4027,0.000201,1 
"04","04","20095","Kingman KS"," "," ",98.116268,37.602871,8292,0.000643,1 
"01","01","20097","Kiowa KS"," "," ",99.268927,37.59851,3660,0.000183,1 
"05","02","20099","Labette KS"," "," ",95.256639,37.260298,23693,0.076123,1 
"01","01","20101","Lane KS"," "," ",100.482445,38.503136,2375,0.000119,1 
"02","02","20103","Leavenworth KS"," "," ",94.951776,39.266891,64371,0.003331,1 
"01","01","20105","Lincoln KS"," "," ",98.179952,39.037592,3653,0.000183,1 
"03","02","20107","Linn KS"," "," ",94.806065,38.220543,8254,0.004075,1 
"01","01","20109","Logan KS"," "," ",100.939121,39.085678,3081,0.000154,1 
"05","01","20111","Lyon KS"," "," ",96.177286,38.415889,34732,0.099903,1 
"05","01","20113","McPherson KS"," "," ",97.64703,38.380288,27268,0.078433,1 
"05","01","20115","Marion KS"," "," ",97.119259,38.344662,11353,0.032656,0.880897 
"05","04","20115","Marion KS"," "," ",97.107088,38.16391,1535,0.000936,0.119103 
"01","01","20117","Marshall KS"," "," ",96.569095,39.801079,11705,0.000585,1 
"01","01","20119","Meade KS"," "," ",100.38671,37.293072,4247,0.000212,1 
"03","03","20121","Miami KS"," "," ",94.858428,38.569063,23466,0.001657,1 
"01","01","20123","Mitchell KS"," "," ",98.180005,39.450282,7203,0.00036,1 
"05","04","20125","Montgomery KS"," "," ",95.687761,37.134261,38816,0.023662,1 
"05","01","20127","Morris KS"," "," ",96.583149,38.696396,6198,0.017828,1 
"01","01","20129","Morton KS"," "," ",101.83787,37.053582,3480,0.000174,1 
"02","02","20131","Nemaha KS"," "," ",95.973571,39.827393,10446,0.00054,1 
"05","02","20133","Neosho KS"," "," ",95.391652,37.626038,17035,0.054732,1 
"01","01","20135","Ness KS"," "," ",99.902006,38.498474,4033,0.000202,1 
"01","01","20137","Norton KS"," "," ",99.88757,39.814931,5947,0.000297,1 
"05","02","20139","Osage KS"," "," ",95.718408,38.699507,15248,0.04899,1 
"01","01","20141","Osborne KS"," "," ",98.711654,39.4225,4867,0.000243,1 
"01","01","20143","Ottawa KS"," "," ",97.693761,39.11027,5634,0.000282,1 
"01","01","20145","Pawnee KS"," "," ",99.147801,38.176719,7555,0.000378,1 
"01","01","20147","Phillips KS"," "," ",99.346348,39.755938,6590,0.00033,1 
"02","02","20149","Pottawatomie KS"," "," ",96.308776,39.271433,16128,0.000834,1 
"01","01","20151","Pratt KS"," "," ",98.732449,37.645756,9702,0.000485,1 
"01","01","20153","Rawlins KS"," "," ",101.049099,39.811309,3404,0.00017,1 
"04","01","20155","Reno KS"," "," ",97.936632,38.049581,62389,0.109966,1 
"01","01","20157","Republic KS"," "," ",97.65319,39.821497,6482,0.000324,1 
"01","01","20159","Rice KS"," "," ",98.20614,38.326954,10610,0.000531,1 
"02","02","20161","Riley KS"," "," ",96.647266,39.181094,67139,0.003474,1 
"01","01","20163","Rooks KS"," "," ",99.316021,39.318902,6039,0.000302,1 
"01","01","20165","Rush KS"," "," ",99.278425,38.523725,3842,0.000192,1 
"01","01","20167","Russell KS"," "," ",98.818686,38.907651,7835,0.000392,1 
"01","01","20169","Saline KS"," "," ",97.608259,38.817148,49301,0.002466,1 
"01","01","20171","Scott KS"," "," ",100.914299,38.481011,5289,0.000265,1 
"04","04","20173","Sedgwick KS"," "," ",97.340134,37.675752,403662,0.031302,1 
"01","01","20175","Seward KS"," "," ",100.915874,37.054672,18743,0.000937,1 
"02","02","20177","Shawnee KS"," "," ",95.700203,39.036317,160976,0.008329,1 
"01","01","20179","Sheridan KS"," "," ",100.464987,39.364411,3043,0.000152,1 
"01","01","20181","Sherman KS"," "," ",101.732511,39.349014,6926,0.000346,1 
"01","01","20183","Smith KS"," "," ",98.801559,39.773747,5078,0.000254,1 
"01","01","20185","Stafford KS"," "," ",98.727513,38.011328,5365,0.000268,1 
"01","01","20187","Stanton KS"," "," ",101.748414,37.565732,2333,0.000117,1 
"01","01","20189","Stevens KS"," "," ",101.319975,37.19195,5048,0.000252,1 
"04","04","20191","Sumner KS"," "," ",97.406262,37.296901,25841,0.002004,1 
"01","01","20193","Thomas KS"," "," ",101.046297,39.384926,8258,0.000413,1 
"01","01","20195","Trego KS"," "," ",99.883361,38.995025,3694,0.000185,1 
"05","01","20197","Wabaunsee KS"," "," ",96.187895,38.972179,6603,0.018993,1 
"01","01","20199","Wallace KS"," "," ",101.759236,38.879554,1821,0.000091,1 
"01","01","20201","Washington KS"," "," ",97.057779,39.783247,7073,0.000354,1 
"01","01","20203","Wichita KS"," "," ",101.349938,38.497822,2758,0.000138,1 
"05","02","20205","Wilson KS"," "," ",95.740567,37.512216,10289,0.033058,1 
"05","02","20207","Woodson KS"," "," ",95.738203,37.87445,4116,0.013224,1 
"02","03","20209","Wyandotte KS"," "," ",94.861943,39.201474,7,8E-6,0.000043 
"03","03","20209","Wyandotte KS"," "," ",94.697952,39.103843,161986,0.011436,0.999957 
"05","01","21001","Adair KY"," "," ",85.283633,37.104636,15321,0.044069,0.997461 
"05","02","21001","Adair KY"," "," ",85.155388,37.303846,39,0.000125,0.002539 
"02","01","21003","Allen KY"," "," ",86.199344,36.745641,14628,0.009767,1 
"06","06","21005","Anderson KY"," "," ",84.930529,38.023056,14571,0.001415,1 
"01","01","21007","Ballard KY"," "," ",88.98505,37.041589,7902,0.000395,1 
"02","02","21009","Barren KY"," "," ",85.925502,36.998075,34001,0.001759,1 
"07","06","21011","Bath KY"," "," ",83.747494,38.144769,9692,0.012176,1 
"05","05","21013","Bell KY"," "," ",83.700822,36.689813,31506,0.002821,1 
"04","04","21015","Boone KY"," "," ",84.673148,38.985649,57589,0.004466,1 
"06","06","21017","Bourbon KY"," "," ",84.241569,38.20772,19236,0.001868,1 
"07","04","21019","Boyd KY"," "," ",82.663859,38.435408,51150,0.118358,1 
"06","06","21021","Boyle KY"," "," ",84.799699,37.635782,25641,0.00249,1 
"06","04","21023","Bracken KY"," "," ",84.071528,38.70533,7766,0.026427,1 
"07","05","21025","Breathitt KY"," "," ",83.374623,37.519723,15703,0.025738,1 
"02","02","21027","Breckinridge KY"," "," ",86.422831,37.77717,16312,0.000844,1 
"02","02","21029","Bullitt KY"," "," ",85.666,38.022816,47567,0.002461,1 
"01","01","21031","Butler KY"," "," ",86.68248,37.223367,11245,0.000562,1 
"01","01","21033","Caldwell KY"," "," ",87.880941,37.127327,13232,0.000662,1 
"01","01","21035","Calloway KY"," "," ",88.304315,36.616515,30735,0.001537,1 
"04","04","21037","Campbell KY"," "," ",84.445077,39.04528,83866,0.006503,1 
"01","01","21039","Carlisle KY"," "," ",88.952259,36.851305,5238,0.000262,1 
"04","04","21041","Carroll KY"," "," ",85.141242,38.670263,9292,0.000721,1 
"07","04","21043","Carter KY"," "," ",83.044783,38.311915,24340,0.056321,1 
"05","02","21045","Casey KY"," "," ",84.925171,37.302298,14211,0.045659,1 
"01","01","21047","Christian KY"," "," ",87.477848,36.803469,68941,0.003448,1 
"06","06","21049","Clark KY"," "," ",84.180537,37.986561,29496,0.002865,1 
"05","05","21051","Clay KY"," "," ",83.734321,37.166589,21746,0.001947,1 
"05","01","21053","Clinton KY"," "," ",85.133285,36.713767,9135,0.026276,1 
"01","01","21055","Crittenden KY"," "," ",88.095308,37.331576,9196,0.00046,1 
"05","01","21057","Cumberland KY"," "," ",85.39298,36.778211,6784,0.019513,1 
"02","02","21059","Daviess KY"," "," ",87.097738,37.748549,87189,0.004511,1 
"02","02","21061","Edmonson KY"," "," ",86.261916,37.20649,10357,0.000536,1 
"07","04","21063","Elliott KY"," "," ",83.110761,38.116996,6455,0.014936,1 
"05","06","21065","Estill KY"," "," ",83.987436,37.705065,14614,0.024536,1 
"06","06","21067","Fayette KY"," "," ",84.496109,38.023051,225366,0.021887,1 
"07","04","21069","Fleming KY"," "," ",83.717864,38.393754,12292,0.028443,1 
"07","05","21071","Floyd KY"," "," ",82.738605,37.545734,43586,0.071438,1 
"06","06","21073","Franklin KY"," "," ",84.869983,38.196172,43781,0.004252,1 
"01","01","21075","Fulton KY"," "," ",89.037093,36.538192,8271,0.000414,1 
"04","04","21077","Gallatin KY"," "," ",84.852412,38.762274,5393,0.000418,1 
