"cd102","103rd Congressional District","county","cntyname","fplace80","plac80nm","Wtd centroid W longitude, degrees","Wtd centroid latitude, degrees","1990 POP","cd103 to county allocation factor","county to cd103 allocation factor"
"02","02","31153","Sarpy NE"," "," ",95.996243,41.151029,102583,0.005308,1 
"01","01","31155","Saunders NE"," "," ",96.576079,41.202427,18285,0.000915,1 
"03","03","31157","Scotts Bluff NE"," "," ",103.684176,41.865679,36025,0.002543,1 
"01","01","31159","Seward NE"," "," ",97.112211,40.868973,15450,0.000773,1 
"03","03","31161","Sheridan NE"," "," ",102.402085,42.698855,6750,0.000477,1 
"03","03","31163","Sherman NE"," "," ",98.971923,41.22507,3718,0.000262,1 
"03","03","31165","Sioux NE"," "," ",103.825422,42.390312,1549,0.000109,1 
"01","01","31167","Stanton NE"," "," ",97.241214,41.973986,6244,0.000312,1 
"03","03","31169","Thayer NE"," "," ",97.626682,40.179942,6635,0.000468,1 
"03","03","31171","Thomas NE"," "," ",100.561214,41.967098,851,0.00006,1 
"01","01","31173","Thurston NE"," "," ",96.528984,42.152996,6936,0.000347,1 
"03","03","31175","Valley NE"," "," ",98.950137,41.570403,5169,0.000365,1 
"02","01","31177","Washington NE"," "," ",96.165245,41.512957,16607,0.011088,1 
"01","01","31179","Wayne NE"," "," ",97.066917,42.221755,9364,0.000468,1 
"03","03","31181","Webster NE"," "," ",98.488671,40.186179,4279,0.000302,1 
"03","03","31183","Wheeler NE"," "," ",98.541783,41.881065,948,0.000067,1 
"01","01","31185","York NE"," "," ",97.606346,40.865778,14428,0.000722,1 
"02","02","32001","Churchill NV"," "," ",118.786112,39.470254,17938,0.000928,1 
"01","01","32003","Clark NV"," "," ",115.128434,36.132617,556136,0.027816,0.750056 
"01","02","32003","Clark NV"," "," ",114.8345,35.99393,36960,0.03734,0.049848 
"02","01","32003","Clark NV"," "," ",115.08098,36.207071,44821,0.029925,0.06045 
"02","02","32003","Clark NV"," "," ",115.222984,36.217244,103542,0.005357,0.139646 
"02","02","32005","Douglas NV"," "," ",119.774676,38.952216,27637,0.00143,1 
"02","02","32007","Elko NV"," "," ",115.572625,40.910042,33530,0.001735,1 
"02","02","32009","Esmeralda NV"," "," ",117.587514,37.801483,1344,0.00007,1 
"02","02","32011","Eureka NV"," "," ",116.128271,39.831681,1547,0.00008,1 
"02","02","32013","Humboldt NV"," "," ",117.747807,41.057368,12844,0.000665,1 
"02","02","32015","Lander NV"," "," ",116.976009,40.439578,6266,0.000324,1 
"02","02","32017","Lincoln NV"," "," ",114.676701,37.659655,3775,0.000195,1 
"02","02","32019","Lyon NV"," "," ",119.298256,39.259033,20001,0.001035,1 
"02","02","32021","Mineral NV"," "," ",118.620343,38.577086,6475,0.000335,1 
"02","02","32023","Nye NV"," "," ",116.577183,37.184632,17781,0.00092,1 
"02","02","32027","Pershing NV"," "," ",118.359452,40.296876,4336,0.000224,1 
"02","02","32029","Storey NV"," "," ",119.596063,39.387282,2526,0.000131,1 
"02","02","32031","Washoe NV"," "," ",119.796766,39.526806,254667,0.013177,1 
"02","02","32033","White Pine NV"," "," ",114.867495,39.283198,9264,0.000479,1 
"02","02","32510","Carson City NV"," "," ",119.753765,39.166539,40443,0.002093,1 
"01","01","33001","Belknap NH"," "," ",71.434247,43.5269,43840,0.002193,0.890767 
"01","02","33001","Belknap NH"," "," ",71.581461,43.484498,5376,0.005431,0.109233 
"01","01","33003","Carroll NH"," "," ",71.17389,43.817995,35410,0.001771,1 
"02","02","33005","Cheshire NH"," "," ",72.264436,42.897875,70121,0.003628,1 
"02","02","33007","Coos NH"," "," ",71.35,44.552687,34828,0.001802,1 
"02","02","33009","Grafton NH"," "," ",71.961724,43.843084,74929,0.003877,1 
"01","01","33011","Hillsborough NH"," "," ",71.478059,42.968066,148907,0.007448,0.443079 
"02","02","33011","Hillsborough NH"," "," ",71.571036,42.808831,187166,0.009684,0.556921 
"01","01","33013","Merrimack NH"," "," ",71.395236,43.151598,16059,0.000803,0.133819 
"01","02","33013","Merrimack NH"," "," ",71.508282,43.346843,12006,0.012129,0.100046 
"02","02","33013","Merrimack NH"," "," ",71.627309,43.254325,91940,0.004757,0.766135 
"01","01","33015","Rockingham NH"," "," ",71.06849,42.965963,205911,0.010299,0.837564 
"01","02","33015","Rockingham NH"," "," ",71.151098,42.855492,69,0.00007,0.000281 
"02","02","33015","Rockingham NH"," "," ",71.230213,42.795963,39865,0.002063,0.162155 
"01","01","33017","Strafford NH"," "," ",70.951155,43.248377,104233,0.005213,1 
"02","02","33019","Sullivan NH"," "," ",72.275076,43.363563,38592,0.001997,1 
"02","02","34001","Atlantic NJ"," "," ",74.577292,39.423535,224327,0.011607,1 
"05","05","34003","Bergen NJ"," "," ",74.06373,40.987433,334162,0.029925,0.404858 
"08","05","34003","Bergen NJ"," "," ",74.211347,41.008095,9873,0.010441,0.011962 
"09","05","34003","Bergen NJ"," "," ",74.110543,40.943234,7553,0.030319,0.009151 
"09","09","34003","Bergen NJ"," "," ",74.050003,40.869176,473792,0.069533,0.574028 
"01","01","34005","Burlington NJ"," "," ",75.004059,39.969401,29042,0.001453,0.073512 
"04","04","34005","Burlington NJ"," "," ",74.778915,40.084438,68174,0.005287,0.172564 
"13","02","34005","Burlington NJ"," "," ",74.548874,39.632682,805,0.009569,0.002038 
"13","03","34005","Burlington NJ"," "," ",74.833001,39.955579,284522,0.470882,0.720188 
"13","04","34005","Burlington NJ"," "," ",74.592677,40.05233,12523,0.143614,0.031698 
"01","01","34007","Camden NJ"," "," ",75.047419,39.86552,364944,0.018253,0.725789 
"01","03","34007","Camden NJ"," "," ",75.045595,39.914715,245,0.000241,0.000487 
"13","01","34007","Camden NJ"," "," ",75.005338,39.86302,41624,1,0.08278 
"13","03","34007","Camden NJ"," "," ",74.986602,39.888529,96011,0.158898,0.190943 
"02","02","34009","Cape May NJ"," "," ",74.79623,39.100811,95089,0.00492,1 
"02","02","34011","Cumberland NJ"," "," ",75.085988,39.430038,138053,0.007143,1 
"07","07","34013","Essex NJ"," "," ",74.317446,40.731676,18221,0.002268,0.023414 
"07","11","34013","Essex NJ"," "," ",74.349335,40.741936,409,0.000766,0.000526 
"08","08","34013","Essex NJ"," "," ",74.180452,40.809853,129811,0.019673,0.166808 
"08","10","34013","Essex NJ"," "," ",74.218729,40.807588,16738,0.020372,0.021508 
"10","08","34013","Essex NJ"," "," ",74.159944,40.788158,4649,0.0167,0.005974 
"10","10","34013","Essex NJ"," "," ",74.214618,40.740442,333770,0.092994,0.428897 
"10","13","34013","Essex NJ"," "," ",74.167368,40.751936,105853,0.1706,0.136022 
"11","07","34013","Essex NJ"," "," ",74.279942,40.730192,3521,1,0.004525 
"11","08","34013","Essex NJ"," "," ",74.254857,40.788307,80037,0.166263,0.102848 
"11","10","34013","Essex NJ"," "," ",74.243771,40.762231,19310,0.030255,0.024813 
"11","11","34013","Essex NJ"," "," ",74.29877,40.826,65887,0.033379,0.084665 
"01","01","34015","Gloucester NJ"," "," ",75.11823,39.779452,158877,0.007947,0.690523 
"01","02","34015","Gloucester NJ"," "," ",75.182387,39.701739,14353,0.0145,0.062382 
"02","01","34015","Gloucester NJ"," "," ",75.188403,39.79505,143,0.000095,0.000622 
"02","02","34015","Gloucester NJ"," "," ",75.111785,39.687933,56709,0.002934,0.246473 
"09","09","34017","Hudson NJ"," "," ",74.107276,40.779474,28931,0.004246,0.052307 
"09","13","34017","Hudson NJ"," "," ",74.161048,40.750317,2099,0.007956,0.003795 
"14","09","34017","Hudson NJ"," "," ",74.061953,40.761552,91907,1,0.166167 
"14","10","34017","Hudson NJ"," "," ",74.089829,40.704078,58614,0.661356,0.105974 
"14","13","34017","Hudson NJ"," "," ",74.058109,40.738001,371548,0.388926,0.671757 
"12","12","34019","Hunterdon NJ"," "," ",74.899178,40.573357,107776,0.073368,1 
"04","04","34021","Mercer NJ"," "," ",74.696611,40.224992,208522,0.01617,0.639983 
"04","12","34021","Mercer NJ"," "," ",74.771798,40.283766,76067,0.203414,0.23346 
"12","12","34021","Mercer NJ"," "," ",74.645485,40.331895,41235,0.02807,0.126556 
"04","12","34023","Middlesex NJ"," "," ",74.478661,40.337573,41757,0.111664,0.062159 
"06","06","34023","Middlesex NJ"," "," ",74.376998,40.475815,276093,0.026814,0.410987 
"06","07","34023","Middlesex NJ"," "," ",74.315046,40.570812,111224,0.134015,0.165566 
"06","12","34023","Middlesex NJ"," "," ",74.356494,40.324567,5,0.000018,7E-6 
"06","13","34023","Middlesex NJ"," "," ",74.260183,40.540027,67538,0.93587,0.100536 
"07","06","34023","Middlesex NJ"," "," ",74.46599,40.589638,6528,0.008201,0.009717 
"07","07","34023","Middlesex NJ"," "," ",74.500835,40.575882,13055,0.001625,0.019433 
"12","06","34023","Middlesex NJ"," "," ",74.447951,40.520002,62040,0.272571,0.092352 
"12","07","34023","Middlesex NJ"," "," ",74.41463,40.583873,20489,0.211856,0.0305 
"12","12","34023","Middlesex NJ"," "," ",74.460313,40.41373,73051,0.049729,0.108742 
"03","04","34025","Monmouth NJ"," "," ",74.045657,40.136052,9891,0.013101,0.017882 
"03","06","34025","Monmouth NJ"," "," ",74.067295,40.329229,223661,0.332682,0.40436 
"03","12","34025","Monmouth NJ"," "," ",74.055029,40.30549,105729,1,0.191149 
"04","04","34025","Monmouth NJ"," "," ",74.20712,40.162287,76169,0.005907,0.137707 
"04","12","34025","Monmouth NJ"," "," ",74.270667,40.30268,111366,0.297808,0.20134 
"06","06","34025","Monmouth NJ"," "," ",74.228159,40.415939,26308,0.002555,0.047563 
"08","11","34027","Morris NJ"," "," ",74.30838,40.993077,2370,0.005924,0.005625 
"11","11","34027","Morris NJ"," "," ",74.489509,40.876748,341204,0.172858,0.809782 
"12","11","34027","Morris NJ"," "," ",74.538778,40.776896,77779,0.139135,0.184593 
"03","03","34029","Ocean NJ"," "," ",74.159975,39.97472,81686,0.005767,0.188563 
"03","04","34029","Ocean NJ"," "," ",74.141524,40.073524,141059,0.186831,0.325619 
"04","04","34029","Ocean NJ"," "," ",74.30185,40.120603,33233,0.002577,0.076715 
"13","03","34029","Ocean NJ"," "," ",74.230486,39.808819,132166,0.218734,0.30509 
"13","04","34029","Ocean NJ"," "," ",74.340337,39.998936,45059,0.516737,0.104014 
"05","05","34031","Passaic NJ"," "," ",74.285423,41.055055,65398,0.005857,0.144347 
"05","08","34031","Passaic NJ"," "," ",74.185804,40.947927,14292,0.022076,0.031545 
"05","11","34031","Passaic NJ"," "," ",74.333704,41.012953,7530,0.073423,0.01662 
"08","08","34031","Passaic NJ"," "," ",74.17492,40.902393,365840,0.055442,0.807487 
"02","02","34033","Salem NJ"," "," ",75.388689,39.626185,65294,0.003378,1 
"07","07","34035","Somerset NJ"," "," ",74.511933,40.596992,71867,0.008947,0.299098 
"07","11","34035","Somerset NJ"," "," ",74.642775,40.597902,19916,0.037298,0.082887 
"12","07","34035","Somerset NJ"," "," ",74.565481,40.498147,76223,0.788144,0.317227 
"12","11","34035","Somerset NJ"," "," ",74.588098,40.625171,34629,0.061946,0.14412 
"12","12","34035","Somerset NJ"," "," ",74.658246,40.58376,37644,0.025626,0.156668 
"05","05","34037","Sussex NJ"," "," ",74.62908,41.154486,74637,0.006684,0.569996 
"05","11","34037","Sussex NJ"," "," ",74.653558,40.983541,36914,0.359936,0.281909 
"11","05","34037","Sussex NJ"," "," ",74.793145,40.966646,2709,0.008172,0.020688 
"11","11","34037","Sussex NJ"," "," ",74.710581,40.95687,7992,0.004049,0.061034 
"12","05","34037","Sussex NJ"," "," ",74.814729,41.088258,8691,0.09809,0.066372 
"06","07","34039","Union NJ"," "," ",74.277532,40.640318,4249,0.00512,0.008604 
"06","10","34039","Union NJ"," "," ",74.265431,40.631399,73463,0.45045,0.148765 
"06","13","34039","Union NJ"," "," ",74.235228,40.624935,4628,0.06413,0.009372 
"07","07","34039","Union NJ"," "," ",74.344204,40.661879,275780,0.034334,0.558464 
"07","10","34039","Union NJ"," "," ",74.222594,40.672427,71691,0.114115,0.145177 
"07","13","34039","Union NJ"," "," ",74.201066,40.655137,42964,0.534843,0.087004 
"10","10","34039","Union NJ"," "," ",74.227972,40.696859,21044,0.005863,0.042615 
"11","05","34041","Warren NJ"," "," ",74.881357,40.893314,11696,0.035281,0.127676 
"12","05","34041","Warren NJ"," "," ",75.04113,40.778871,79911,0.901909,0.872324 
"01","01","35001","Bernalillo NM"," "," ",106.591544,35.101094,469775,0.023497,0.977523 
"01","02","35001","Bernalillo NM"," "," ",106.833655,34.97214,3278,0.003312,0.006821 
"01","03","35001","Bernalillo NM"," "," ",106.694862,35.198653,7524,0.007411,0.015656 
"03","02","35003","Catron NM"," "," ",108.608986,33.839691,2563,0.001265,1 
"02","02","35005","Chaves NM"," "," ",104.514486,33.369893,57849,0.002993,1 
"03","02","35006","Cibola NM"," "," ",107.734886,35.130453,21747,0.010736,0.91397 
"03","03","35006","Cibola NM"," "," ",108.421508,34.939945,2047,0.000145,0.08603 
"03","03","35007","Colfax NM"," "," ",104.572614,36.73569,12925,0.000912,1 
"02","03","35009","Curry NM"," "," ",103.226534,34.41718,42207,0.049002,1 
"01","02","35011","DeBaca NM"," "," ",104.252823,34.460035,2252,0.002275,1 
"02","02","35013","Dona Ana NM"," "," ",106.734493,32.250791,135510,0.007011,1 
"02","02","35015","Eddy NM"," "," ",104.286412,32.536978,48605,0.002515,1 
"02","02","35017","Grant NM"," "," ",108.233517,32.779483,27676,0.001432,1 
"01","02","35019","Guadalupe NM"," "," ",104.819392,34.910043,4156,0.004199,1 
"03","03","35021","Harding NM"," "," ",103.992989,35.857035,987,0.00007,1 
"02","02","35023","Hidalgo NM"," "," ",108.718046,32.201284,5958,0.000308,1 
"02","02","35025","Lea NM"," "," ",103.192063,32.74487,55765,0.002885,1 
"02","02","35027","Lincoln NM"," "," ",105.622677,33.4526,12219,0.000632,1 
"03","03","35028","Los Alamos NM"," "," ",106.267596,35.866366,18115,0.001279,1 
"02","02","35029","Luna NM"," "," ",107.746559,32.231808,18110,0.000937,1 
"03","03","35031","McKinley NM"," "," ",108.634904,35.511399,60686,0.004284,1 
"03","03","35033","Mora NM"," "," ",105.216276,36.004796,4264,0.000301,1 
"02","02","35035","Otero NM"," "," ",105.953843,32.8978,51928,0.002687,1 
"02","03","35037","Quay NM"," "," ",103.6628,35.172748,10823,0.012565,1 
"03","03","35039","Rio Arriba NM"," "," ",106.214713,36.205201,34365,0.002426,1 
"02","03","35041","Roosevelt NM"," "," ",103.351711,34.163328,16702,0.019391,1 
"03","01","35043","Sandoval NM"," "," ",106.538144,35.301173,10828,0.024218,0.171007 
"03","03","35043","Sandoval NM"," "," ",106.68303,35.383553,52491,0.003706,0.828993 
"03","03","35045","San Juan NM"," "," ",108.252546,36.707408,91605,0.006467,1 
"03","03","35047","San Miguel NM"," "," ",105.277799,35.573815,25743,0.001817,1 
"03","01","35049","Santa Fe NM"," "," ",106.212932,35.099894,1735,0.003881,0.017538 
"03","03","35049","Santa Fe NM"," "," ",105.982571,35.673991,97193,0.006862,0.982462 
"02","02","35051","Sierra NM"," "," ",107.282551,33.104128,9912,0.000513,1 
"03","02","35053","Socorro NM"," "," ",106.96334,34.128433,14764,0.007289,1 
"03","03","35055","Taos NM"," "," ",105.603876,36.43367,23118,0.001632,1 
"01","01","35057","Torrance NM"," "," ",106.08827,34.841029,10285,0.000514,1 
"02","03","35059","Union NM"," "," ",103.289877,36.458648,4124,0.004788,1 
"03","01","35061","Valencia NM"," "," ",106.686144,34.727328,12868,0.028781,0.28447 
"03","02","35061","Valencia NM"," "," ",106.741355,34.754384,32367,0.015979,0.71553 
"23","21","36001","Albany NY"," "," ",73.811885,42.677645,292594,0.529632,1 
"34","31","36003","Allegany NY"," "," ",78.015029,42.224906,50470,0.084912,1 
"08","07","36005","Bronx NY"," "," ",73.862462,40.847532,54817,0.121084,0.045537 
"08","16","36005","Bronx NY"," "," ",73.860393,40.827625,79664,1,0.066178 
"08","17","36005","Bronx NY"," "," ",73.868958,40.864691,13948,1,0.011587 
"17","17","36005","Bronx NY"," "," ",73.874769,40.88456,119083,0.059292,0.098923 
"18","15","36005","Bronx NY"," "," ",73.885277,40.792339,14050,1,0.011671 
"18","16","36005","Bronx NY"," "," ",73.903157,40.83352,475652,1,0.395129 
"18","17","36005","Bronx NY"," "," ",73.914016,40.848251,64699,0.213089,0.053746 
"19","07","36005","Bronx NY"," "," ",73.837436,40.84279,78926,1,0.065565 
"19","16","36005","Bronx NY"," "," ",73.879137,40.849477,25022,1,0.020786 
"19","17","36005","Bronx NY"," "," ",73.872661,40.876773,256898,0.535114,0.213408 
"19","18","36005","Bronx NY"," "," ",73.810875,40.837714,21030,0.065272,0.01747 
"25","23","36007","Broome NY"," "," ",75.849866,42.308265,23,0.000056,0.000108 
"28","23","36007","Broome NY"," "," ",75.817004,42.214972,19975,0.841265,0.094151 
"28","25","36007","Broome NY"," "," ",76.029446,42.253001,10274,0.607246,0.048426 
"28","26","36007","Broome NY"," "," ",75.940687,42.103308,181888,0.375798,0.857315 
"31","31","36009","Cattaraugus NY"," "," ",78.63125,42.466679,11751,1,0.139504 
"34","31","36009","Cattaraugus NY"," "," ",78.60047,42.174617,72483,0.121948,0.860496 
"29","25","36011","Cayuga NY"," "," ",76.572676,43.021242,45482,1,0.552549 
"29","27","36011","Cayuga NY"," "," ",76.643006,42.930786,4074,0.035058,0.049494 
"29","31","36011","Cayuga NY"," "," ",76.53638,42.821912,32757,0.75423,0.397956 
"34","31","36013","Chautauqua NY"," "," ",79.314161,42.243234,141895,0.238729,1 
"34","31","36015","Chemung NY"," "," ",76.813527,42.116083,95195,0.160159,1 
"25","23","36017","Chenango NY"," "," ",75.57021,42.480468,51768,0.125833,1 
"26","24","36019","Clinton NY"," "," ",73.537802,44.725767,85969,0.128747,1 
"24","22","36021","Columbia NY"," "," ",73.683654,42.276633,62982,0.119901,1 
"25","25","36023","Cortland NY"," "," ",76.146386,42.597722,48963,0.148338,1 
"25","23","36025","Delaware NY"," "," ",74.981234,42.29088,37254,0.090554,0.788862 
"25","26","36025","Delaware NY"," "," ",75.264725,42.148743,994,0.069779,0.021048 
"28","23","36025","Delaware NY"," "," ",74.880962,42.118056,3769,0.158735,0.079809 
"28","26","36025","Delaware NY"," "," ",75.285413,42.000271,5208,0.01076,0.110281 
"21","19","36027","Dutchess NY"," "," ",73.836277,41.636251,172228,0.342482,0.663789 
"21","22","36027","Dutchess NY"," "," ",73.827754,41.674775,14037,1,0.0541 
"21","26","36027","Dutchess NY"," "," ",73.967613,41.504444,13243,0.157628,0.05104 
"24","22","36027","Dutchess NY"," "," ",73.841161,41.868232,59954,0.114136,0.23107 
"31","27","36029","Erie NY"," "," ",78.711499,42.979172,157741,0.51963,0.162866 
"31","30","36029","Erie NY"," "," ",78.791549,42.733731,213104,1,0.220028 
"32","29","36029","Erie NY"," "," ",78.859786,42.97973,118180,0.26831,0.12202 
"32","30","36029","Erie NY"," "," ",78.839201,42.942684,855,1,0.000883 
"33","29","36029","Erie NY"," "," ",78.896562,42.939332,112274,1,0.115922 
"33","30","36029","Erie NY"," "," ",78.793719,42.897557,366378,1,0.378282 
"26","22","36031","Essex NY"," "," ",73.736516,44.093056,27715,1,0.745989 
"26","24","36031","Essex NY"," "," ",73.513642,44.361415,9437,0.014133,0.25401 
"26","24","36033","Franklin NY"," "," ",74.339565,44.690666,46540,0.069698,1 
"26","24","36035","Fulton NY"," "," ",74.33573,43.059922,54191,0.081157,1 
"30","27","36037","Genesee NY"," "," ",78.172046,43.000129,60060,0.374049,1 
"24","22","36039","Greene NY"," "," ",73.97564,42.297433,44739,0.085171,1 
"26","24","36041","Hamilton NY"," "," ",74.392113,43.628782,5279,0.007906,1 
"26","23","36043","Herkimer NY"," "," ",74.998092,43.02982,58359,1,0.886955 
"26","24","36043","Herkimer NY"," "," ",74.943764,43.344408,7438,0.011139,0.113045 
"26","24","36045","Jefferson NY"," "," ",75.889348,44.015774,110943,0.166148,1 
"10","08","36047","Kings NY"," "," ",73.977039,40.622453,15804,0.056772,0.006869 
"10","09","36047","Kings NY"," "," ",73.946754,40.618147,315811,0.604967,0.137269 
"10","10","36047","Kings NY"," "," ",73.921663,40.645721,63252,0.017623,0.027493 
"10","11","36047","Kings NY"," "," ",73.963454,40.635698,105865,0.185539,0.046015 
"10","12","36047","Kings NY"," "," ",73.994147,40.664326,8266,0.017823,0.003593 
"11","10","36047","Kings NY"," "," ",73.932713,40.682996,308254,0.482978,0.133985 
"11","11","36047","Kings NY"," "," ",73.973431,40.681949,27864,0.014116,0.012111 
"11","12","36047","Kings NY"," "," ",73.920514,40.697092,198290,0.328908,0.086188 
"11","14","36047","Kings NY"," "," ",73.946106,40.71371,6839,0.024313,0.002973 
"12","09","36047","Kings NY"," "," ",73.952314,40.629645,1788,1,0.000777 
"12","10","36047","Kings NY"," "," ",73.919385,40.660262,123136,0.206089,0.053522 
"12","11","36047","Kings NY"," "," ",73.942178,40.658547,446608,0.798918,0.194121 
"13","08","36047","Kings NY"," "," ",73.987996,40.605869,210516,0.905788,0.091502 
"13","09","36047","Kings NY"," "," ",73.963121,40.583878,30992,1,0.013471 
"13","10","36047","Kings NY"," "," ",73.984577,40.692679,85693,1,0.037247 
"13","12","36047","Kings NY"," "," ",74.006055,40.649623,62835,1,0.027312 
"13","13","36047","Kings NY"," "," ",73.993921,40.602009,81382,0.041906,0.035373 
"13","14","36047","Kings NY"," "," ",73.950679,40.724607,50100,0.086315,0.021776 
"14","08","36047","Kings NY"," "," ",74.004796,40.625799,13884,0.22391,0.006035 
"14","12","36047","Kings NY"," "," ",74.014712,40.639383,23507,0.076179,0.010217 
"14","13","36047","Kings NY"," "," ",74.019742,40.624248,119978,0.125589,0.052149 
"26","24","36049","Lewis NY"," "," ",75.447236,43.785087,26796,0.04013,1 
"30","27","36051","Livingston NY"," "," ",77.760836,42.909852,18424,0.114743,0.295389 
"31","27","36051","Livingston NY"," "," ",77.770342,42.701282,43948,0.144773,0.704611 
"25","23","36053","Madison NY"," "," ",75.657399,43.035665,13047,0.031714,0.188759 
"27","23","36053","Madison NY"," "," ",75.733248,42.973824,56073,1,0.811241 
"29","28","36055","Monroe NY"," "," ",77.536352,43.164021,173524,1,0.243042 
"30","27","36055","Monroe NY"," "," ",77.731138,43.067917,46350,0.288664,0.064919 
"30","28","36055","Monroe NY"," "," ",77.598182,43.164991,348926,0.952202,0.488714 
"30","29","36055","Monroe NY"," "," ",77.85434,43.281692,27602,1,0.03866 
"32","28","36055","Monroe NY"," "," ",77.639467,43.15041,57887,1,0.081078 
"32","29","36055","Monroe NY"," "," ",77.790065,43.171416,59679,0.135492,0.083588 
"23","21","36057","Montgomery NY"," "," ",74.190339,42.938614,23324,0.042219,0.448702 
"25","21","36057","Montgomery NY"," "," ",74.356187,42.92236,18500,1,0.355899 
"25","23","36057","Montgomery NY"," "," ",74.639306,42.951543,10157,0.024689,0.195398 
"03","03","36059","Nassau NY"," "," ",73.609811,40.830427,87158,0.006153,0.067703 
"03","04","36059","Nassau NY"," "," ",73.654189,40.748569,77983,0.103288,0.060576 
"03","05","36059","Nassau NY"," "," ",73.65032,40.823441,96067,0.094268,0.074624 
"04","03","36059","Nassau NY"," "," ",73.523676,40.697071,444895,0.215763,0.34559 
"04","04","36059","Nassau NY"," "," ",73.565053,40.718679,37438,0.002903,0.029081 
"04","05","36059","Nassau NY"," "," ",73.48305,40.788386,8115,0.011035,0.006304 
"05","03","36059","Nassau NY"," "," ",73.634455,40.618167,48284,0.034703,0.037507 
"05","04","36059","Nassau NY"," "," ",73.646911,40.688981,464917,0.283415,0.361143 
"08","05","36059","Nassau NY"," "," ",73.73612,40.799947,22491,0.023786,0.017471 
"15","08","36061","New York NY"," "," ",73.995786,40.737887,20657,0.84698,0.013887 
"15","12","36061","New York NY"," "," ",73.987236,40.717779,117434,0.539711,0.078945 
"15","14","36061","New York NY"," "," ",73.966822,40.757695,400299,0.995058,0.269102 
"16","08","36061","New York NY"," "," ",73.967543,40.801188,1680,1,0.001129 
"16","14","36061","New York NY"," "," ",73.957096,40.780177,26590,0.405898,0.017875 
"16","15","36061","New York NY"," "," ",73.944012,40.821583,505564,0.928465,0.339867 
"17","08","36061","New York NY"," "," ",73.991188,40.755514,317796,1,0.213639 
"17","12","36061","New York NY"," "," ",73.998407,40.712403,7420,0.031578,0.004988 
"17","14","36061","New York NY"," "," ",73.976682,40.787336,29373,0.219465,0.019746 
"17","15","36061","New York NY"," "," ",73.941433,40.842498,60723,1,0.040821 
"32","29","36063","Niagara NY"," "," ",78.864275,43.133055,220756,0.501193,1 
"25","23","36065","Oneida NY"," "," ",75.323885,43.13197,220076,0.534943,0.87737 
"29","23","36065","Oneida NY"," "," ",75.620417,43.273733,30760,1,0.12263 
"27","25","36067","Onondaga NY"," "," ",76.168403,43.0647,468973,1,1 
"30","27","36069","Ontario NY"," "," ",77.327763,42.960774,35733,0.222543,0.375737 
"31","27","36069","Ontario NY"," "," ",77.196803,42.850489,59368,0.19557,0.624262 
"21","19","36071","Orange NY"," "," ",74.034697,41.435964,47874,0.095199,0.155613 
"21","20","36071","Orange NY"," "," ",74.188243,41.472808,35174,0.128842,0.114332 
"21","26","36071","Orange NY"," "," ",74.038823,41.521316,50512,0.601233,0.164188 
"22","19","36071","Orange NY"," "," ",74.248866,41.445315,3910,0.023292,0.012709 
"22","20","36071","Orange NY"," "," ",74.371724,41.381816,170177,0.166693,0.553156 
"32","29","36073","Orleans NY"," "," ",78.230789,43.248609,41846,0.095005,1 
"29","24","36075","Oswego NY"," "," ",76.318973,43.390678,121771,1,1 
"25","23","36077","Otsego NY"," "," ",75.059914,42.563993,60517,0.1471,1 
"21","19","36079","Putnam NY"," "," ",73.721703,41.410056,83941,0.16692,1 
"06","06","36081","Queens NY"," "," ",73.780538,40.674025,435742,0.042319,0.223274 
"06","09","36081","Queens NY"," "," ",73.835663,40.630069,90434,0.17316,0.046338 
"07","05","36081","Queens NY"," "," ",73.73264,40.743486,28919,0.047399,0.014818 
"07","06","36081","Queens NY"," "," ",73.779767,40.713896,144595,0.18166,0.074091 
"07","07","36081","Queens NY"," "," ",73.869393,40.750749,49100,0.006113,0.025159 
"07","09","36081","Queens NY"," "," ",73.843204,40.71228,83144,0.128952,0.042603 
"07","12","36081","Queens NY"," "," ",73.870713,40.746436,110124,0.704149,0.056428 
"07","18","36081","Queens NY"," "," ",73.83259,40.726977,133152,0.651476,0.068227 
"08","05","36081","Queens NY"," "," ",73.792934,40.756672,263556,0.278728,0.135046 
"08","07","36081","Queens NY"," "," ",73.831039,40.779362,54983,0.12145,0.028173 
"08","18","36081","Queens NY"," "," ",73.819738,40.767432,37569,0.18251,0.01925 
"09","07","36081","Queens NY"," "," ",73.908658,40.742172,342511,0.976828,0.175503 
"09","09","36081","Queens NY"," "," ",73.871823,40.707512,58169,0.008537,0.029806 
"09","12","36081","Queens NY"," "," ",73.895771,40.739227,52464,0.168756,0.026883 
"09","14","36081","Queens NY"," "," ",73.911704,40.773187,67136,1,0.034401 
"23","21","36083","Rensselaer NY"," "," ",73.678681,42.736725,54289,0.09827,0.351547 
"24","21","36083","Rensselaer NY"," "," ",73.699212,42.643489,33650,0.794662,0.217899 
"24","22","36083","Rensselaer NY"," "," ",73.558434,42.705787,66490,0.126579,0.430554 
"14","13","36085","Richmond NY"," "," ",74.13585,40.589157,378977,0.396702,1 
"22","20","36087","Rockland NY"," "," ",74.015937,41.126675,265475,0.260041,1 
"26","24","36089","St. Lawrence NY"," "," ",75.154278,44.654321,111974,0.167692,1 
"24","21","36091","Saratoga NY"," "," ",73.692458,42.800851,8695,0.205337,0.047966 
"24","22","36091","Saratoga NY"," "," ",73.790262,43.019779,172581,0.328547,0.952034 
